[2024-03-20 19:10:05] [world] The Player <NezukoChan> has picked 1 of WOOL at X= -10241, Y= 64, Z= 4090 that had [] enchantment(s) |  
[2024-03-21 11:31:26] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -675, Y= 74, Z= 300 that had [] enchantment(s) |  
[2024-03-21 11:31:29] [world] The Player <Dave_TheCoolGuy> has picked 1 of WORKBENCH at X= -676, Y= 72, Z= 301 that had [] enchantment(s) |  
[2024-03-21 11:31:31] [world] The Player <hexa> has picked 1 of LOG at X= 1000001, Y= 75, Z= 1000011 that had [] enchantment(s) |  
[2024-03-21 11:31:33] [world] The Player <hexa> has picked 1 of LOG at X= 1000002, Y= 74, Z= 1000011 that had [] enchantment(s) |  
[2024-03-21 11:31:41] [world] The Player <hexa> has picked 1 of SAPLING at X= 1000002, Y= 75, Z= 1000012 that had [] enchantment(s) |  
[2024-03-21 11:31:41] [world] The Player <hexa> has picked 2 of LOG at X= 1000001, Y= 74, Z= 1000011 that had [] enchantment(s) |  
[2024-03-21 11:31:42] [world] The Player <hexa> has picked 1 of LOG at X= 1000001, Y= 74, Z= 1000011 that had [] enchantment(s) |  
[2024-03-21 11:31:43] [world] The Player <hexa> has picked 1 of LOG at X= 1000001, Y= 74, Z= 1000011 that had [] enchantment(s) |  
[2024-03-21 11:31:53] [world] The Player <hexa> has picked 2 of LOG at X= 1000003, Y= 80, Z= 1000024 that had [] enchantment(s) |  
[2024-03-21 11:31:54] [world] The Player <hexa> has picked 1 of LOG at X= 1000003, Y= 80, Z= 1000024 that had [] enchantment(s) |  
[2024-03-21 11:31:55] [world] The Player <hexa> has picked 1 of LOG at X= 1000002, Y= 81, Z= 1000024 that had [] enchantment(s) |  
[2024-03-21 11:31:55] [world] The Player <hexa> has picked 1 of LOG at X= 1000002, Y= 81, Z= 1000024 that had [] enchantment(s) |  
[2024-03-21 11:31:56] [world] The Player <hexa> has picked 1 of LOG at X= 1000002, Y= 81, Z= 1000024 that had [] enchantment(s) |  
[2024-03-21 11:32:02] [world] The Player <A_Random_Person> has picked 1 of STICK at X= -1153, Y= 65, Z= -438 that had [] enchantment(s) |  
[2024-03-21 11:32:03] [world] The Player <hexa> has picked 4 of LOG at X= 1000003, Y= 81, Z= 1000031 that had [] enchantment(s) |  
[2024-03-21 11:32:04] [world] The Player <hexa> has picked 2 of LOG at X= 1000003, Y= 81, Z= 1000030 that had [] enchantment(s) |  
[2024-03-21 11:32:07] [world] The Player <hexa> has picked 2 of LOG at X= 999998, Y= 82, Z= 1000031 that had [] enchantment(s) |  
[2024-03-21 11:32:07] [world] The Player <A_Random_Person> has picked 1 of STICK at X= -1153, Y= 65, Z= -438 that had [] enchantment(s) |  
[2024-03-21 11:32:08] [world] The Player <hexa> has picked 1 of LOG at X= 999998, Y= 82, Z= 1000031 that had [] enchantment(s) |  
[2024-03-21 11:32:08] [world] The Player <hexa> has picked 1 of LOG at X= 999998, Y= 83, Z= 1000031 that had [] enchantment(s) |  
[2024-03-21 11:32:08] [world] The Player <hexa> has picked 1 of LOG at X= 999998, Y= 84, Z= 1000031 that had [] enchantment(s) |  
[2024-03-21 11:32:14] [world] The Player <hexa> has picked 2 of LOG at X= 999991, Y= 84, Z= 1000023 that had [] enchantment(s) |  
[2024-03-21 11:32:14] [world] The Player <hexa> has picked 1 of LOG at X= 999991, Y= 84, Z= 1000025 that had [] enchantment(s) |  
[2024-03-21 11:32:15] [world] The Player <hexa> has picked 2 of LOG at X= 999990, Y= 84, Z= 1000024 that had [] enchantment(s) |  
[2024-03-21 11:32:16] [world] The Player <hexa> has picked 1 of LOG at X= 999991, Y= 85, Z= 1000024 that had [] enchantment(s) |  
[2024-03-21 11:32:29] [world] The Player <hexa> has picked 1 of LOG at X= 999993, Y= 84, Z= 1000018 that had [] enchantment(s) |  
[2024-03-21 11:32:29] [world] The Player <hexa> has picked 1 of LOG at X= 999992, Y= 83, Z= 1000017 that had [] enchantment(s) |  
[2024-03-21 11:32:30] [world] The Player <hexa> has picked 1 of LOG at X= 999992, Y= 83, Z= 1000018 that had [] enchantment(s) |  
[2024-03-21 11:32:31] [world] The Player <hexa> has picked 2 of LOG at X= 999993, Y= 83, Z= 1000018 that had [] enchantment(s) |  
[2024-03-21 11:32:32] [world] The Player <hexa> has picked 1 of LOG at X= 999993, Y= 85, Z= 1000018 that had [] enchantment(s) |  
[2024-03-21 11:32:44] [world] The Player <hexa> has picked 1 of SAPLING at X= 999992, Y= 84, Z= 1000007 that had [] enchantment(s) |  
[2024-03-21 11:32:46] [world] The Player <hexa> has picked 5 of LOG at X= 999991, Y= 79, Z= 1000006 that had [] enchantment(s) |  
[2024-03-21 11:33:01] [world] The Player <hexa> has picked 2 of LOG at X= 999985, Y= 80, Z= 1000001 that had [] enchantment(s) |  
[2024-03-21 11:33:07] [world] The Player <hexa> has picked 1 of LOG at X= 999985, Y= 79, Z= 1000001 that had [] enchantment(s) |  
[2024-03-21 11:33:08] [world] The Player <hexa> has picked 1 of LOG at X= 999985, Y= 78, Z= 1000001 that had [] enchantment(s) |  
[2024-03-21 11:33:11] [world] The Player <hexa> has picked 1 of SAPLING at X= 999986, Y= 78, Z= 1000002 that had [] enchantment(s) |  
[2024-03-21 11:33:49] [world_nether] The Player <qwerty> has picked 1 of BLAZE_ROD at X= -149, Y= 68, Z= -97 that had [] enchantment(s) |  
[2024-03-21 11:33:50] [world_nether] The Player <qwerty> has picked 1 of BLAZE_ROD at X= -149, Y= 68, Z= -97 that had [] enchantment(s) |  
[2024-03-21 11:33:56] [world] The Player <hexa> has picked 1 of LOG at X= 999982, Y= 82, Z= 1000009 that had [] enchantment(s) |  
[2024-03-21 11:33:57] [world] The Player <hexa> has picked 1 of LOG at X= 999982, Y= 82, Z= 1000009 that had [] enchantment(s) |  
[2024-03-21 11:33:58] [world] The Player <A_Random_Person> has picked 9 of MELON at X= -1352, Y= 66, Z= -218 that had [] enchantment(s) |  
[2024-03-21 11:34:00] [world] The Player <A_Random_Person> has picked 8 of MELON at X= -1352, Y= 66, Z= -216 that had [] enchantment(s) |  
[2024-03-21 11:34:01] [world] The Player <A_Random_Person> has picked 8 of MELON at X= -1352, Y= 66, Z= -214 that had [] enchantment(s) |  
[2024-03-21 11:34:01] [world] The Player <A_Random_Person> has picked 1 of MELON at X= -1352, Y= 66, Z= -214 that had [] enchantment(s) |  
[2024-03-21 11:34:02] [world] The Player <hexa> has picked 1 of LOG at X= 999982, Y= 82, Z= 1000009 that had [] enchantment(s) |  
[2024-03-21 11:34:02] [world] The Player <hexa> has picked 1 of LOG at X= 999982, Y= 83, Z= 1000009 that had [] enchantment(s) |  
[2024-03-21 11:34:06] [world] The Player <A_Random_Person> has picked 9 of MELON at X= -1352, Y= 66, Z= -222 that had [] enchantment(s) |  
[2024-03-21 11:34:10] [world] The Player <A_Random_Person> has picked 9 of MELON at X= -1354, Y= 66, Z= -224 that had [] enchantment(s) |  
[2024-03-21 11:34:11] [world] The Player <A_Random_Person> has picked 9 of MELON at X= -1353, Y= 66, Z= -225 that had [] enchantment(s) |  
[2024-03-21 11:34:14] [world] The Player <hexa> has picked 2 of LOG at X= 999974, Y= 82, Z= 1000004 that had [] enchantment(s) |  
[2024-03-21 11:34:16] [world] The Player <hexa> has picked 1 of LOG at X= 999975, Y= 82, Z= 1000005 that had [] enchantment(s) |  
[2024-03-21 11:34:17] [world] The Player <hexa> has picked 2 of LOG at X= 999974, Y= 82, Z= 1000004 that had [] enchantment(s) |  
[2024-03-21 11:34:18] [world] The Player <hexa> has picked 1 of LOG at X= 999974, Y= 83, Z= 1000004 that had [] enchantment(s) |  
[2024-03-21 11:34:24] [world] The Player <hexa> has picked 2 of LOG at X= 999967, Y= 83, Z= 1000009 that had [] enchantment(s) |  
[2024-03-21 11:34:25] [world] The Player <hexa> has picked 1 of LOG at X= 999967, Y= 83, Z= 1000009 that had [] enchantment(s) |  
[2024-03-21 11:34:25] [world] The Player <hexa> has picked 1 of LOG at X= 999967, Y= 85, Z= 1000009 that had [] enchantment(s) |  
[2024-03-21 11:34:35] [world] The Player <hexa> has picked 5 of LOG at X= 999957, Y= 75, Z= 1000006 that had [] enchantment(s) |  
[2024-03-21 11:34:42] [world] The Player <hexa> has picked 1 of LOG at X= 999949, Y= 76, Z= 1000003 that had [] enchantment(s) |  
[2024-03-21 11:34:43] [world] The Player <hexa> has picked 1 of LOG at X= 999949, Y= 76, Z= 1000004 that had [] enchantment(s) |  
[2024-03-21 11:34:44] [world] The Player <hexa> has picked 1 of LOG at X= 999949, Y= 75, Z= 1000003 that had [] enchantment(s) |  
[2024-03-21 11:34:44] [world] The Player <hexa> has picked 1 of LOG at X= 999949, Y= 76, Z= 1000003 that had [] enchantment(s) |  
[2024-03-21 11:34:45] [world] The Player <hexa> has picked 1 of LOG at X= 999949, Y= 76, Z= 1000003 that had [] enchantment(s) |  
[2024-03-21 11:34:51] [world] The Player <hexa> has picked 1 of LOG at X= 999945, Y= 73, Z= 999997 that had [] enchantment(s) |  
[2024-03-21 11:34:51] [world_nether] The Player <qwerty> has picked 1 of BLAZE_ROD at X= -145, Y= 66, Z= -98 that had [] enchantment(s) |  
[2024-03-21 11:34:51] [world] The Player <hexa> has picked 1 of LOG at X= 999945, Y= 74, Z= 999997 that had [] enchantment(s) |  
[2024-03-21 11:34:53] [world] The Player <hexa> has picked 2 of LOG at X= 999946, Y= 73, Z= 999998 that had [] enchantment(s) |  
[2024-03-21 11:34:54] [world] The Player <hexa> has picked 2 of LOG at X= 999945, Y= 73, Z= 999997 that had [] enchantment(s) |  
[2024-03-21 11:36:30] [world_nether] The Player <qwerty> has picked 1 of BLAZE_ROD at X= -133, Y= 70, Z= -87 that had [] enchantment(s) |  
[2024-03-21 11:36:59] [world_nether] The Player <qwerty> has picked 1 of BLAZE_ROD at X= -136, Y= 71, Z= -83 that had [] enchantment(s) |  
[2024-03-21 11:37:23] [world_nether] The Player <qwerty> has picked 1 of BLAZE_ROD at X= -146, Y= 70, Z= -88 that had [] enchantment(s) |  
[2024-03-21 11:37:27] [world_nether] The Player <qwerty> has picked 1 of BLAZE_ROD at X= -148, Y= 71, Z= -93 that had [] enchantment(s) |  
[2024-03-21 11:37:27] [world_nether] The Player <hexa> has picked 2 of BLAZE_ROD at X= -135, Y= 71, Z= -88 that had [] enchantment(s) |  
[2024-03-21 11:37:30] [world_nether] The Player <hexa> has picked 2 of COBBLESTONE at X= -134, Y= 70, Z= -86 that had [] enchantment(s) |  
[2024-03-21 11:37:30] [world_nether] The Player <hexa> has picked 1 of BLAZE_ROD at X= -135, Y= 70, Z= -85 that had [] enchantment(s) |  
[2024-03-21 11:37:31] [world_nether] The Player <qwerty> has picked 1 of BLAZE_ROD at X= -146, Y= 69, Z= -95 that had [] enchantment(s) |  
[2024-03-21 11:37:39] [world_nether] The Player <qwerty> has picked 6 of COBBLESTONE at X= -134, Y= 70, Z= -86 that had [] enchantment(s) |  
[2024-03-21 11:37:47] [world_nether] The Player <hexa> has picked 5 of BLAZE_ROD at X= -131, Y= 70, Z= -87 that had [] enchantment(s) |  
[2024-03-21 11:38:23] [world_nether] The Player <hexa> has picked 3 of BLAZE_ROD at X= -129, Y= 71, Z= -83 that had [] enchantment(s) |  
[2024-03-21 11:38:54] [world_nether] The Player <hexa> has picked 4 of BLAZE_ROD at X= -131, Y= 70, Z= -86 that had [] enchantment(s) |  
[2024-03-21 11:39:10] [world_nether] The Player <qwerty> has picked 1 of BLAZE_ROD at X= -146, Y= 70, Z= -94 that had [] enchantment(s) |  
[2024-03-21 11:39:15] [world_nether] The Player <qwerty> has picked 1 of BLAZE_ROD at X= -147, Y= 70, Z= -90 that had [] enchantment(s) |  
[2024-03-21 11:39:19] [world_nether] The Player <hexa> has picked 1 of BLAZE_ROD at X= -136, Y= 68, Z= -86 that had [] enchantment(s) |  
[2024-03-21 11:39:19] [world_nether] The Player <qwerty> has picked 1 of BLAZE_ROD at X= -148, Y= 70, Z= -92 that had [] enchantment(s) |  
[2024-03-21 11:39:28] [world_nether] The Player <qwerty> has picked 20 of NETHER_BRICK at X= -132, Y= 68, Z= -85 that had [] enchantment(s) |  
[2024-03-21 11:39:48] [world_nether] The Player <hexa> has picked 1 of BLAZE_ROD at X= -131, Y= 70, Z= -84 that had [] enchantment(s) |  
[2024-03-21 11:39:56] [world_nether] The Player <qwerty> has picked 23 of NETHER_BRICK at X= -135, Y= 67, Z= -86 that had [] enchantment(s) |  
[2024-03-21 11:39:57] [world_nether] The Player <qwerty> has picked 1 of NETHER_BRICK at X= -134, Y= 67, Z= -86 that had [] enchantment(s) |  
[2024-03-21 11:39:58] [world_nether] The Player <qwerty> has picked 1 of NETHER_BRICK at X= -133, Y= 67, Z= -86 that had [] enchantment(s) |  
[2024-03-21 11:39:58] [world_nether] The Player <qwerty> has picked 1 of NETHER_BRICK at X= -132, Y= 67, Z= -86 that had [] enchantment(s) |  
[2024-03-21 11:40:02] [world_nether] The Player <qwerty> has picked 1 of BLAZE_ROD at X= -134, Y= 67, Z= -86 that had [] enchantment(s) |  
[2024-03-21 11:40:04] [world_nether] The Player <qwerty> has picked 1 of NETHER_BRICK at X= -131, Y= 67, Z= -86 that had [] enchantment(s) |  
[2024-03-21 11:40:15] [world_nether] The Player <hexa> has picked 4 of BLAZE_ROD at X= -132, Y= 67, Z= -86 that had [] enchantment(s) |  
[2024-03-21 11:40:16] [world_nether] The Player <qwerty> has picked 1 of NETHER_BRICK at X= -132, Y= 68, Z= -85 that had [] enchantment(s) |  
[2024-03-21 11:40:18] [world_nether] The Player <hexa> has picked 3 of BLAZE_ROD at X= -136, Y= 67, Z= -87 that had [] enchantment(s) |  
[2024-03-21 11:40:31] [world_nether] The Player <hexa> has picked 6 of BLAZE_ROD at X= -130, Y= 67, Z= -88 that had [] enchantment(s) |  
[2024-03-21 11:40:32] [world_nether] The Player <qwerty> has picked 1 of BLAZE_ROD at X= -133, Y= 67, Z= -85 that had [] enchantment(s) |  
[2024-03-21 11:40:32] [world_nether] The Player <qwerty> has picked 1 of NETHER_BRICK at X= -131, Y= 67, Z= -84 that had [] enchantment(s) |  
[2024-03-21 11:40:35] [world_nether] The Player <hexa> has picked 3 of BLAZE_ROD at X= -130, Y= 67, Z= -84 that had [] enchantment(s) |  
[2024-03-21 11:40:49] [world_nether] The Player <hexa> has picked 1 of BLAZE_ROD at X= -136, Y= 67, Z= -88 that had [] enchantment(s) |  
[2024-03-21 11:40:49] [world_nether] The Player <hexa> has picked 1 of BLAZE_ROD at X= -136, Y= 67, Z= -88 that had [] enchantment(s) |  
[2024-03-21 11:40:49] [world_nether] The Player <hexa> has picked 1 of BLAZE_ROD at X= -136, Y= 67, Z= -88 that had [] enchantment(s) |  
[2024-03-21 11:41:00] [world_nether] The Player <hexa> has picked 47 of QUARTZ at X= -127, Y= 66, Z= -86 that had [] enchantment(s) |  
[2024-03-21 11:41:04] [world_nether] The Player <hexa> has picked 4 of QUARTZ at X= -126, Y= 67, Z= -87 that had [] enchantment(s) |  
[2024-03-21 11:41:04] [world_nether] The Player <hexa> has picked 1 of QUARTZ at X= -126, Y= 67, Z= -87 that had [] enchantment(s) |  
[2024-03-21 11:41:05] [world_nether] The Player <hexa> has picked 4 of QUARTZ at X= -126, Y= 66, Z= -87 that had [] enchantment(s) |  
[2024-03-21 11:41:06] [world_nether] The Player <hexa> has picked 7 of QUARTZ at X= -126, Y= 65, Z= -86 that had [] enchantment(s) |  
[2024-03-21 11:41:07] [world_nether] The Player <hexa> has picked 1 of QUARTZ at X= -124, Y= 66, Z= -87 that had [] enchantment(s) |  
[2024-03-21 11:41:13] [world_nether] The Player <hexa> has picked 3 of NETHERRACK at X= -125, Y= 67, Z= -88 that had [] enchantment(s) |  
[2024-03-21 11:41:14] [world_nether] The Player <qwerty> has picked 31 of NETHER_BRICK at X= -134, Y= 68, Z= -90 that had [] enchantment(s) |  
[2024-03-21 11:41:15] [world_nether] The Player <hexa> has picked 21 of QUARTZ at X= -124, Y= 66, Z= -88 that had [] enchantment(s) |  
[2024-03-21 11:41:26] [world_nether] The Player <hexa> has picked 1 of BLAZE_ROD at X= -136, Y= 68, Z= -90 that had [] enchantment(s) |  
[2024-03-21 11:41:26] [world_nether] The Player <hexa> has picked 1 of BLAZE_ROD at X= -136, Y= 68, Z= -90 that had [] enchantment(s) |  
[2024-03-21 11:41:26] [world_nether] The Player <hexa> has picked 1 of BLAZE_ROD at X= -136, Y= 68, Z= -90 that had [] enchantment(s) |  
[2024-03-21 11:41:39] [world_nether] The Player <hexa> has picked 2 of WOOD at X= -133, Y= 67, Z= -87 that had [] enchantment(s) |  
[2024-03-21 11:41:42] [world_nether] The Player <hexa> has picked 2 of WOOD at X= -133, Y= 67, Z= -88 that had [] enchantment(s) |  
[2024-03-21 11:42:04] [world_nether] The Player <hexa> has picked 6 of BLAZE_ROD at X= -136, Y= 67, Z= -84 that had [] enchantment(s) |  
[2024-03-21 11:42:06] [world_nether] The Player <hexa> has picked 1 of BLAZE_ROD at X= -133, Y= 67, Z= -84 that had [] enchantment(s) |  
[2024-03-21 11:42:21] [world_nether] The Player <hexa> has picked 5 of BLAZE_ROD at X= -133, Y= 67, Z= -84 that had [] enchantment(s) |  
[2024-03-21 11:42:22] [world_nether] The Player <hexa> has picked 3 of BLAZE_ROD at X= -130, Y= 68, Z= -83 that had [] enchantment(s) |  
[2024-03-21 11:42:22] [world_nether] The Player <qwerty> has picked 5 of COBBLESTONE at X= -133, Y= 67, Z= -88 that had [] enchantment(s) |  
[2024-03-21 11:42:35] [world_nether] The Player <hexa> has picked 2 of BLAZE_ROD at X= -145, Y= 69, Z= -95 that had [] enchantment(s) |  
[2024-03-21 11:42:35] [world_nether] The Player <hexa> has picked 4 of BLAZE_ROD at X= -146, Y= 70, Z= -93 that had [] enchantment(s) |  
[2024-03-21 11:42:41] [world_nether] The Player <qwerty> has picked 1 of NETHERRACK at X= -146, Y= 71, Z= -93 that had [] enchantment(s) |  
[2024-03-21 11:42:41] [world_nether] The Player <qwerty> has picked 4 of NETHERRACK at X= -145, Y= 70, Z= -93 that had [] enchantment(s) |  
[2024-03-21 11:42:47] [world_nether] The Player <hexa> has picked 1 of BLAZE_ROD at X= -136, Y= 67, Z= -84 that had [] enchantment(s) |  
[2024-03-21 11:42:47] [world_nether] The Player <hexa> has picked 3 of BLAZE_ROD at X= -136, Y= 67, Z= -84 that had [] enchantment(s) |  
[2024-03-21 11:42:49] [world_nether] The Player <qwerty> has picked 1 of NETHER_BRICK at X= -147, Y= 69, Z= -94 that had [] enchantment(s) |  
[2024-03-21 11:42:49] [world_nether] The Player <qwerty> has picked 1 of NETHER_BRICK at X= -146, Y= 69, Z= -94 that had [] enchantment(s) |  
[2024-03-21 11:42:51] [world_nether] The Player <qwerty> has picked 1 of NETHER_BRICK at X= -145, Y= 69, Z= -94 that had [] enchantment(s) |  
[2024-03-21 11:42:52] [world_nether] The Player <qwerty> has picked 1 of NETHER_BRICK at X= -145, Y= 69, Z= -93 that had [] enchantment(s) |  
[2024-03-21 11:42:53] [world_nether] The Player <qwerty> has picked 1 of NETHER_BRICK at X= -145, Y= 69, Z= -92 that had [] enchantment(s) |  
[2024-03-21 11:42:54] [world_nether] The Player <qwerty> has picked 1 of NETHER_BRICK at X= -145, Y= 69, Z= -91 that had [] enchantment(s) |  
[2024-03-21 11:42:59] [world_nether] The Player <hexa> has picked 3 of BLAZE_ROD at X= -136, Y= 67, Z= -84 that had [] enchantment(s) |  
[2024-03-21 11:43:01] [world_nether] The Player <qwerty> has picked 1 of NETHER_BRICK at X= -145, Y= 69, Z= -90 that had [] enchantment(s) |  
[2024-03-21 11:43:02] [world_nether] The Player <qwerty> has picked 1 of NETHER_BRICK at X= -143, Y= 69, Z= -90 that had [] enchantment(s) |  
[2024-03-21 11:43:03] [world_nether] The Player <qwerty> has picked 1 of NETHER_BRICK at X= -144, Y= 69, Z= -91 that had [] enchantment(s) |  
[2024-03-21 11:43:04] [world_nether] The Player <qwerty> has picked 1 of NETHER_BRICK at X= -144, Y= 69, Z= -92 that had [] enchantment(s) |  
[2024-03-21 11:43:04] [world_nether] The Player <qwerty> has picked 1 of NETHER_BRICK at X= -145, Y= 69, Z= -93 that had [] enchantment(s) |  
[2024-03-21 11:43:06] [world_nether] The Player <qwerty> has picked 1 of NETHER_BRICK at X= -144, Y= 68, Z= -93 that had [] enchantment(s) |  
[2024-03-21 11:43:06] [world_nether] The Player <hexa> has picked 5 of GRILLED_PORK at X= -135, Y= 67, Z= -85 that had [] enchantment(s) |  
[2024-03-21 11:43:07] [world_nether] The Player <qwerty> has picked 1 of NETHER_BRICK at X= -145, Y= 68, Z= -93 that had [] enchantment(s) |  
[2024-03-21 11:43:08] [world_nether] The Player <qwerty> has picked 1 of NETHER_BRICK at X= -145, Y= 68, Z= -94 that had [] enchantment(s) |  
[2024-03-21 11:43:09] [world_nether] The Player <qwerty> has picked 1 of NETHER_BRICK at X= -145, Y= 68, Z= -94 that had [] enchantment(s) |  
