[2024-03-17 22:33:36] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -601, Y= 67, Z= 369 that had [] enchantment(s) |  
[2024-03-18 01:06:14] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of ENDER_PEARL at X= 17, Y= 58, Z= 31 that had [] enchantment(s) |  
[2024-03-18 01:06:19] [world_the_end] The Player <Heinrich_Himmler> has picked 2 of GOLD_NUGGET at X= 33, Y= 63, Z= 35 that had [] enchantment(s) |  
[2024-03-18 01:06:19] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of GOLD_NUGGET at X= 36, Y= 62, Z= 35 that had [] enchantment(s) |  
[2024-03-18 01:06:20] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of ROTTEN_FLESH at X= 37, Y= 62, Z= 35 that had [] enchantment(s) |  
[2024-03-18 01:06:21] [world_the_end] The Player <Heinrich_Himmler> has picked 2 of ROTTEN_FLESH at X= 44, Y= 63, Z= 31 that had [] enchantment(s) |  
[2024-03-18 01:06:21] [world_the_end] The Player <Heinrich_Himmler> has picked 3 of GOLD_NUGGET at X= 44, Y= 63, Z= 31 that had [] enchantment(s) |  
[2024-03-18 01:06:26] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of GOLD_SWORD at X= 37, Y= 63, Z= 25 that had [] enchantment(s) |  
[2024-03-18 01:06:26] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of GOLD_NUGGET at X= 38, Y= 63, Z= 23 that had [] enchantment(s) |  
[2024-03-18 01:06:26] [world_the_end] The Player <Heinrich_Himmler> has picked 2 of GOLD_NUGGET at X= 43, Y= 63, Z= 21 that had [] enchantment(s) |  
[2024-03-18 01:06:27] [world_the_end] The Player <Heinrich_Himmler> has picked 5 of GOLD_NUGGET at X= 48, Y= 62, Z= 21 that had [] enchantment(s) |  
[2024-03-18 01:06:28] [world_the_end] The Player <Heinrich_Himmler> has picked 3 of ROTTEN_FLESH at X= 47, Y= 62, Z= 18 that had [] enchantment(s) |  
[2024-03-18 01:06:29] [world_the_end] The Player <Heinrich_Himmler> has picked 3 of ROTTEN_FLESH at X= 43, Y= 62, Z= 19 that had [] enchantment(s) |  
[2024-03-18 01:06:31] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of GOLD_NUGGET at X= 43, Y= 62, Z= 12 that had [] enchantment(s) |  
[2024-03-18 01:06:33] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of ROTTEN_FLESH at X= 39, Y= 62, Z= 14 that had [] enchantment(s) |  
[2024-03-18 01:06:43] [world] The Player <NezukoChan> has picked 1 of COBBLESTONE at X= -588, Y= 68, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:06:43] [world] The Player <NezukoChan> has picked 1 of COBBLESTONE at X= -588, Y= 68, Z= 359 that had [] enchantment(s) |  
[2024-03-18 01:08:10] [world] The Player <NezukoChan> has picked 1 of DIAMOND_SWORD at X= -590, Y= 68, Z= 280 that had [Sharpness 5, Unbreaking 3, Knockback 2, Fire Aspect 2, Looting 3] enchantment(s) | Destroyer Of Worlds
[2024-03-18 01:13:05] [world_nether] The Player <Heinrich_Himmler> has picked 11 of NETHERRACK at X= 12497, Y= 138, Z= 4 that had [] enchantment(s) |  
[2024-03-18 01:13:07] [world_nether] The Player <Heinrich_Himmler> has picked 6 of NETHERRACK at X= 12497, Y= 134, Z= 4 that had [] enchantment(s) |  
[2024-03-18 01:13:10] [world_nether] The Player <Heinrich_Himmler> has picked 6 of NETHERRACK at X= 12497, Y= 131, Z= 4 that had [] enchantment(s) |  
[2024-03-18 01:13:10] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 12498, Y= 131, Z= 4 that had [] enchantment(s) |  
[2024-03-18 01:13:12] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 12498, Y= 130, Z= 4 that had [] enchantment(s) |  
[2024-03-18 01:13:12] [world_nether] The Player <Heinrich_Himmler> has picked 3 of NETHERRACK at X= 12497, Y= 129, Z= 4 that had [] enchantment(s) |  
[2024-03-18 01:13:14] [world_nether] The Player <Heinrich_Himmler> has picked 3 of NETHERRACK at X= 12499, Y= 128, Z= 4 that had [] enchantment(s) |  
[2024-03-18 01:13:18] [world_nether] The Player <Heinrich_Himmler> has picked 2 of NETHERRACK at X= 12500, Y= 128, Z= 7 that had [] enchantment(s) |  
[2024-03-18 01:13:20] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 12499, Y= 130, Z= 6 that had [] enchantment(s) |  
[2024-03-18 01:13:21] [world_nether] The Player <Heinrich_Himmler> has picked 2 of NETHERRACK at X= 12499, Y= 128, Z= 8 that had [] enchantment(s) |  
[2024-03-18 01:14:47] [world_nether] The Player <Heinrich_Himmler> has picked 18 of RED_MUSHROOM at X= 12495, Y= 77, Z= -17 that had [] enchantment(s) |  
[2024-03-18 01:14:47] [world_nether] The Player <Heinrich_Himmler> has picked 21 of BROWN_MUSHROOM at X= 12495, Y= 77, Z= -17 that had [] enchantment(s) |  
[2024-03-18 01:15:42] [world_nether] The Player <Heinrich_Himmler> has picked 1 of DIAMOND_SWORD at X= 12496, Y= 77, Z= -6 that had [Sharpness 1] enchantment(s) |  
[2024-03-18 01:19:59] [world] The Player <TurtleDuck> has picked 1 of LOG at X= -601, Y= 64, Z= 382 that had [] enchantment(s) |  
[2024-03-18 01:20:19] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of ENDER_PEARL at X= -13, Y= 59, Z= 20 that had [] enchantment(s) |  
[2024-03-18 01:20:20] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of ENDER_PEARL at X= -17, Y= 59, Z= 21 that had [] enchantment(s) |  
[2024-03-18 01:20:23] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of ENDER_PEARL at X= -14, Y= 59, Z= 29 that had [] enchantment(s) |  
[2024-03-18 01:20:31] [world] The Player <TurtleDuck> has picked 1 of REDSTONE_TORCH_ON at X= -605, Y= 57, Z= 382 that had [] enchantment(s) |  
[2024-03-18 01:20:37] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of BOWL at X= -14, Y= 59, Z= -9 that had [] enchantment(s) |  
[2024-03-18 01:20:47] [world] The Player <TurtleDuck> has picked 1 of POWERED_RAIL at X= -601, Y= 63, Z= 382 that had [] enchantment(s) |  
[2024-03-18 01:20:57] [world] The Player <TurtleDuck> has picked 1 of POWERED_RAIL at X= -601, Y= 61, Z= 382 that had [] enchantment(s) |  
[2024-03-18 01:21:16] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of ENDER_PEARL at X= 53, Y= 62, Z= 8 that had [] enchantment(s) |  
[2024-03-18 01:21:32] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of ENDER_PEARL at X= 57, Y= 62, Z= 8 that had [] enchantment(s) |  
[2024-03-18 01:22:02] [world] The Player <TurtleDuck> has picked 1 of REDSTONE_TORCH_ON at X= -617, Y= 56, Z= 381 that had [] enchantment(s) |  
[2024-03-18 01:22:35] [world] The Player <Heinrich_Himmler> has picked 1 of SANDSTONE at X= -641, Y= 68, Z= 357 that had [] enchantment(s) |  
[2024-03-18 01:22:35] [world] The Player <Heinrich_Himmler> has picked 1 of SANDSTONE at X= -641, Y= 66, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:37] [world] The Player <Heinrich_Himmler> has picked 3 of SANDSTONE at X= -641, Y= 63, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:37] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 62, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:38] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 61, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:39] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 60, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:39] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 59, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:40] [world] The Player <Heinrich_Himmler> has picked 1 of STONE at X= -641, Y= 58, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:41] [world] The Player <Heinrich_Himmler> has picked 1 of STONE at X= -641, Y= 57, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:41] [world] The Player <Heinrich_Himmler> has picked 1 of STONE at X= -641, Y= 56, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:42] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 55, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:43] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 54, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:43] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 53, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:44] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 52, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:44] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 51, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:45] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 50, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:46] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 49, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:46] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 48, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:47] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 47, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:47] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 46, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:48] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 45, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:49] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 44, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:49] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 43, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:50] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 42, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:50] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 41, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:51] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 40, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:52] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 39, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:52] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 38, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:53] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 37, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:54] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 36, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:55] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 35, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:55] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 34, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:56] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 33, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:56] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 32, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:57] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 31, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:58] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 30, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:58] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 29, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:59] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 28, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:22:59] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 27, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:23:00] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 26, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:23:01] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 25, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:23:01] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 24, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:23:02] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 23, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:23:02] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 22, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:23:03] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 21, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:23:04] [world] The Player <Heinrich_Himmler> has picked 1 of STONE at X= -641, Y= 20, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:23:04] [world] The Player <Heinrich_Himmler> has picked 1 of STONE at X= -641, Y= 19, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:23:05] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 18, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:23:06] [world] The Player <Heinrich_Himmler> has picked 1 of GRAVEL at X= -641, Y= 17, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:23:07] [world] The Player <Heinrich_Himmler> has picked 1 of GRAVEL at X= -641, Y= 16, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:23:08] [world] The Player <Heinrich_Himmler> has picked 1 of GRAVEL at X= -641, Y= 15, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:23:10] [world] The Player <Heinrich_Himmler> has picked 1 of GRAVEL at X= -641, Y= 14, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:23:10] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 13, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:23:12] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 12, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:23:13] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:23:14] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 12, Z= 358 that had [] enchantment(s) |  
[2024-03-18 01:23:15] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 12, Z= 359 that had [] enchantment(s) |  
[2024-03-18 01:23:15] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 359 that had [] enchantment(s) |  
[2024-03-18 01:23:16] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 359 that had [] enchantment(s) |  
[2024-03-18 01:23:17] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 360 that had [] enchantment(s) |  
[2024-03-18 01:23:17] [world] The Player <Heinrich_Himmler> has picked 1 of STONE at X= -641, Y= 11, Z= 361 that had [] enchantment(s) |  
[2024-03-18 01:23:18] [world] The Player <Heinrich_Himmler> has picked 1 of STONE at X= -641, Y= 11, Z= 361 that had [] enchantment(s) |  
[2024-03-18 01:23:18] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 361 that had [] enchantment(s) |  
[2024-03-18 01:23:20] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -641, Y= 11, Z= 363 that had [] enchantment(s) |  
[2024-03-18 01:23:21] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 364 that had [] enchantment(s) |  
[2024-03-18 01:23:21] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 364 that had [] enchantment(s) |  
[2024-03-18 01:23:22] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 12, Z= 364 that had [] enchantment(s) |  
[2024-03-18 01:23:25] [world] The Player <Heinrich_Himmler> has picked 1 of IRON_ORE at X= -641, Y= 10, Z= 360 that had [] enchantment(s) |  
[2024-03-18 01:23:26] [world] The Player <Heinrich_Himmler> has picked 2 of IRON_ORE at X= -641, Y= 10, Z= 360 that had [] enchantment(s) |  
[2024-03-18 01:23:31] [world] The Player <Heinrich_Himmler> has picked 3 of IRON_ORE at X= -640, Y= 9, Z= 359 that had [] enchantment(s) |  
[2024-03-18 01:23:32] [world] The Player <Heinrich_Himmler> has picked 1 of IRON_ORE at X= -641, Y= 9, Z= 359 that had [] enchantment(s) |  
[2024-03-18 01:23:32] [world] The Player <Heinrich_Himmler> has picked 1 of IRON_ORE at X= -641, Y= 9, Z= 359 that had [] enchantment(s) |  
[2024-03-18 01:23:41] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 364 that had [] enchantment(s) |  
[2024-03-18 01:23:44] [world] The Player <Heinrich_Himmler> has picked 4 of COBBLESTONE at X= -641, Y= 11, Z= 367 that had [] enchantment(s) |  
[2024-03-18 01:23:45] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -641, Y= 11, Z= 368 that had [] enchantment(s) |  
[2024-03-18 01:23:46] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 12, Z= 369 that had [] enchantment(s) |  
[2024-03-18 01:23:47] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -641, Y= 11, Z= 369 that had [] enchantment(s) |  
[2024-03-18 01:23:53] [world] The Player <Heinrich_Himmler> has picked 7 of COBBLESTONE at X= -641, Y= 11, Z= 373 that had [] enchantment(s) |  
[2024-03-18 01:23:54] [world] The Player <Heinrich_Himmler> has picked 3 of COBBLESTONE at X= -641, Y= 11, Z= 374 that had [] enchantment(s) |  
[2024-03-18 01:23:56] [world] The Player <Heinrich_Himmler> has picked 2 of STONE at X= -641, Y= 11, Z= 375 that had [] enchantment(s) |  
[2024-03-18 01:23:56] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 374 that had [] enchantment(s) |  
[2024-03-18 01:23:57] [world] The Player <Heinrich_Himmler> has picked 1 of STONE at X= -641, Y= 11, Z= 377 that had [] enchantment(s) |  
[2024-03-18 01:23:58] [world] The Player <Heinrich_Himmler> has picked 1 of STONE at X= -641, Y= 11, Z= 376 that had [] enchantment(s) |  
[2024-03-18 01:23:59] [world] The Player <Heinrich_Himmler> has picked 1 of STONE at X= -641, Y= 11, Z= 378 that had [] enchantment(s) |  
[2024-03-18 01:23:59] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 378 that had [] enchantment(s) |  
[2024-03-18 01:24:00] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -641, Y= 11, Z= 379 that had [] enchantment(s) |  
[2024-03-18 01:24:01] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -641, Y= 11, Z= 380 that had [] enchantment(s) |  
[2024-03-18 01:24:03] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -641, Y= 11, Z= 381 that had [] enchantment(s) |  
[2024-03-18 01:24:04] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -641, Y= 11, Z= 382 that had [] enchantment(s) |  
[2024-03-18 01:24:05] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -641, Y= 11, Z= 382 that had [] enchantment(s) |  
[2024-03-18 01:24:05] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 383 that had [] enchantment(s) |  
[2024-03-18 01:24:06] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 383 that had [] enchantment(s) |  
[2024-03-18 01:24:07] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 12, Z= 384 that had [] enchantment(s) |  
[2024-03-18 01:24:07] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 12, Z= 385 that had [] enchantment(s) |  
[2024-03-18 01:24:11] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 385 that had [] enchantment(s) |  
[2024-03-18 01:24:11] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 385 that had [] enchantment(s) |  
[2024-03-18 01:24:12] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 387 that had [] enchantment(s) |  
[2024-03-18 01:24:13] [world] The Player <Heinrich_Himmler> has picked 4 of COBBLESTONE at X= -641, Y= 11, Z= 387 that had [] enchantment(s) |  
[2024-03-18 01:24:13] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 389 that had [] enchantment(s) |  
[2024-03-18 01:24:16] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -641, Y= 11, Z= 390 that had [] enchantment(s) |  
[2024-03-18 01:24:16] [world] The Player <Heinrich_Himmler> has picked 2 of STONE at X= -641, Y= 11, Z= 391 that had [] enchantment(s) |  
[2024-03-18 01:24:18] [world] The Player <Heinrich_Himmler> has picked 3 of STONE at X= -641, Y= 11, Z= 392 that had [] enchantment(s) |  
[2024-03-18 01:24:19] [world] The Player <Heinrich_Himmler> has picked 3 of STONE at X= -641, Y= 11, Z= 394 that had [] enchantment(s) |  
[2024-03-18 01:24:20] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 12, Z= 395 that had [] enchantment(s) |  
[2024-03-18 01:24:21] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -641, Y= 11, Z= 395 that had [] enchantment(s) |  
[2024-03-18 01:24:24] [world] The Player <Heinrich_Himmler> has picked 3 of COBBLESTONE at X= -641, Y= 11, Z= 396 that had [] enchantment(s) |  
[2024-03-18 01:24:25] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -641, Y= 11, Z= 397 that had [] enchantment(s) |  
[2024-03-18 01:24:26] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -641, Y= 11, Z= 399 that had [] enchantment(s) |  
[2024-03-18 01:24:28] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 400 that had [] enchantment(s) |  
[2024-03-18 01:24:28] [world] The Player <Heinrich_Himmler> has picked 1 of STONE at X= -641, Y= 11, Z= 400 that had [] enchantment(s) |  
[2024-03-18 01:24:28] [world] The Player <Heinrich_Himmler> has picked 1 of STONE at X= -641, Y= 11, Z= 401 that had [] enchantment(s) |  
[2024-03-18 01:24:29] [world] The Player <Heinrich_Himmler> has picked 2 of STONE at X= -641, Y= 11, Z= 401 that had [] enchantment(s) |  
[2024-03-18 01:24:30] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 402 that had [] enchantment(s) |  
[2024-03-18 01:24:31] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 12, Z= 403 that had [] enchantment(s) |  
[2024-03-18 01:24:31] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 403 that had [] enchantment(s) |  
[2024-03-18 01:24:39] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 404 that had [] enchantment(s) |  
[2024-03-18 01:24:42] [world] The Player <Heinrich_Himmler> has picked 1 of IRON_ORE at X= -642, Y= 12, Z= 407 that had [] enchantment(s) |  
[2024-03-18 01:24:44] [world] The Player <Heinrich_Himmler> has picked 3 of IRON_ORE at X= -641, Y= 11, Z= 406 that had [] enchantment(s) |  
[2024-03-18 01:24:45] [world] The Player <Heinrich_Himmler> has picked 1 of IRON_ORE at X= -642, Y= 11, Z= 407 that had [] enchantment(s) |  
[2024-03-18 01:24:50] [world] The Player <Heinrich_Himmler> has picked 9 of COBBLESTONE at X= -641, Y= 11, Z= 408 that had [] enchantment(s) |  
[2024-03-18 01:24:50] [world] The Player <Heinrich_Himmler> has picked 4 of IRON_ORE at X= -643, Y= 11, Z= 407 that had [] enchantment(s) |  
[2024-03-18 01:24:50] [world] The Player <Heinrich_Himmler> has picked 1 of IRON_ORE at X= -644, Y= 11, Z= 408 that had [] enchantment(s) |  
[2024-03-18 01:25:00] [world] The Player <TurtleDuck> has picked 2 of POWERED_RAIL at X= -638, Y= 69, Z= 382 that had [] enchantment(s) |  
[2024-03-18 01:25:01] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -641, Y= 11, Z= 409 that had [] enchantment(s) |  
[2024-03-18 01:25:02] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 409 that had [] enchantment(s) |  
[2024-03-18 01:25:03] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 410 that had [] enchantment(s) |  
[2024-03-18 01:25:04] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -641, Y= 11, Z= 411 that had [] enchantment(s) |  
[2024-03-18 01:25:06] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -641, Y= 11, Z= 412 that had [] enchantment(s) |  
[2024-03-18 01:25:07] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -641, Y= 11, Z= 413 that had [] enchantment(s) |  
[2024-03-18 01:25:08] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 414 that had [] enchantment(s) |  
[2024-03-18 01:25:08] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 413 that had [] enchantment(s) |  
[2024-03-18 01:25:10] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -641, Y= 11, Z= 415 that had [] enchantment(s) |  
[2024-03-18 01:25:10] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 416 that had [] enchantment(s) |  
[2024-03-18 01:25:11] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -641, Y= 11, Z= 416 that had [] enchantment(s) |  
