[2024-03-19 11:18:16] [world] The Player <Rip_Dogwater> has picked 1 of WOOL at X= -572, Y= 68, Z= 275 that had [] enchantment(s) |  
[2024-03-20 12:08:11] [world] The Player <hexa> has picked 2 of SAPLING at X= -2551, Y= 64, Z= 563 that had [] enchantment(s) |  
[2024-03-20 12:08:12] [world] The Player <hexa> has picked 4 of SAPLING at X= -2554, Y= 64, Z= 559 that had [] enchantment(s) |  
[2024-03-20 12:08:14] [world] The Player <digbick> has picked 1 of DIRT at X= -690, Y= 68, Z= 311 that had [] enchantment(s) |  
[2024-03-20 12:08:14] [world] The Player <digbick> has picked 1 of DIRT at X= -690, Y= 68, Z= 311 that had [] enchantment(s) |  
[2024-03-20 12:08:20] [world] The Player <digbick> has picked 2 of DIRT at X= -689, Y= 68, Z= 311 that had [] enchantment(s) |  
[2024-03-20 12:08:20] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -690, Y= 68, Z= 311 that had [] enchantment(s) |  
[2024-03-20 12:08:21] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -688, Y= 68, Z= 311 that had [] enchantment(s) |  
[2024-03-20 12:08:22] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -688, Y= 68, Z= 312 that had [] enchantment(s) |  
[2024-03-20 12:08:22] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -688, Y= 68, Z= 312 that had [] enchantment(s) |  
[2024-03-20 12:08:23] [world] The Player <digbick> has picked 2 of COBBLESTONE at X= -690, Y= 68, Z= 312 that had [] enchantment(s) |  
[2024-03-20 12:08:24] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -689, Y= 68, Z= 314 that had [] enchantment(s) |  
[2024-03-20 12:08:35] [world] The Player <digbick> has picked 2 of COBBLESTONE at X= -688, Y= 68, Z= 313 that had [] enchantment(s) |  
[2024-03-20 12:08:39] [world] The Player <digbick> has picked 2 of COBBLESTONE at X= -688, Y= 67, Z= 312 that had [] enchantment(s) |  
[2024-03-20 12:08:40] [world] The Player <digbick> has picked 2 of DIRT at X= -687, Y= 68, Z= 312 that had [] enchantment(s) |  
[2024-03-20 12:08:40] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -687, Y= 67, Z= 313 that had [] enchantment(s) |  
[2024-03-20 12:08:47] [world] The Player <digbick> has picked 3 of COBBLESTONE at X= -687, Y= 66, Z= 313 that had [] enchantment(s) |  
[2024-03-20 12:08:47] [world] The Player <digbick> has picked 1 of DIAMOND at X= -687, Y= 66, Z= 313 that had [] enchantment(s) |  
[2024-03-20 12:08:56] [world] The Player <digbick> has picked 2 of COBBLESTONE at X= -686, Y= 66, Z= 313 that had [] enchantment(s) |  
[2024-03-20 12:08:57] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -686, Y= 67, Z= 312 that had [] enchantment(s) |  
[2024-03-20 12:08:58] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -686, Y= 66, Z= 312 that had [] enchantment(s) |  
[2024-03-20 12:08:59] [world] The Player <digbick> has picked 2 of COBBLESTONE at X= -686, Y= 65, Z= 313 that had [] enchantment(s) |  
[2024-03-20 12:09:00] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -685, Y= 66, Z= 313 that had [] enchantment(s) |  
[2024-03-20 12:09:01] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -685, Y= 65, Z= 313 that had [] enchantment(s) |  
[2024-03-20 12:09:01] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -685, Y= 65, Z= 313 that had [] enchantment(s) |  
[2024-03-20 12:09:02] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -685, Y= 65, Z= 313 that had [] enchantment(s) |  
[2024-03-20 12:09:02] [world] The Player <Tester> has picked 1 of PUMPKIN at X= -2801, Y= 69, Z= 790 that had [] enchantment(s) |  
[2024-03-20 12:09:05] [world] The Player <digbick> has picked 3 of COBBLESTONE at X= -685, Y= 64, Z= 312 that had [] enchantment(s) |  
[2024-03-20 12:09:05] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -684, Y= 65, Z= 313 that had [] enchantment(s) |  
[2024-03-20 12:09:05] [world] The Player <Tester> has picked 1 of PUMPKIN at X= -2806, Y= 67, Z= 790 that had [] enchantment(s) |  
[2024-03-20 12:09:06] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -684, Y= 64, Z= 313 that had [] enchantment(s) |  
[2024-03-20 12:09:07] [world] The Player <digbick> has picked 2 of COBBLESTONE at X= -684, Y= 64, Z= 313 that had [] enchantment(s) |  
[2024-03-20 12:09:07] [world] The Player <Tester> has picked 3 of PUMPKIN at X= -2804, Y= 69, Z= 796 that had [] enchantment(s) |  
[2024-03-20 12:09:09] [world] The Player <Tester> has picked 1 of PUMPKIN at X= -2801, Y= 70, Z= 799 that had [] enchantment(s) |  
[2024-03-20 12:09:11] [world] The Player <Tester> has picked 1 of PUMPKIN at X= -2809, Y= 68, Z= 799 that had [] enchantment(s) |  
[2024-03-20 12:09:12] [world] The Player <Tester> has picked 1 of PUMPKIN at X= -2811, Y= 68, Z= 797 that had [] enchantment(s) |  
[2024-03-20 12:09:13] [world] The Player <Tester> has picked 1 of PUMPKIN at X= -2807, Y= 68, Z= 795 that had [] enchantment(s) |  
[2024-03-20 12:09:14] [world] The Player <Tester> has picked 2 of PUMPKIN at X= -2805, Y= 69, Z= 797 that had [] enchantment(s) |  
[2024-03-20 12:09:14] [world] The Player <digbick> has picked 10 of COBBLESTONE at X= -683, Y= 62, Z= 313 that had [] enchantment(s) |  
[2024-03-20 12:09:14] [world] The Player <hexa> has picked 1 of WATER_LILY at X= -2534, Y= 61, Z= 554 that had [] enchantment(s) |  
[2024-03-20 12:09:18] [world] The Player <Tester> has picked 4 of FEATHER at X= -2808, Y= 67, Z= 790 that had [] enchantment(s) |  
[2024-03-20 12:09:18] [world] The Player <Tester> has picked 1 of COOKED_CHICKEN at X= -2808, Y= 67, Z= 790 that had [] enchantment(s) |  
[2024-03-20 12:09:20] [world] The Player <Tester> has picked 1 of COOKED_CHICKEN at X= -2810, Y= 68, Z= 783 that had [] enchantment(s) |  
[2024-03-20 12:09:25] [world] The Player <Tester> has picked 1 of FEATHER at X= -2814, Y= 67, Z= 787 that had [] enchantment(s) |  
[2024-03-20 12:09:25] [world] The Player <Tester> has picked 1 of COOKED_CHICKEN at X= -2813, Y= 67, Z= 786 that had [] enchantment(s) |  
[2024-03-20 12:09:33] [world] The Player <hexa> has picked 1 of WATER_LILY at X= -2528, Y= 63, Z= 574 that had [] enchantment(s) |  
[2024-03-20 12:09:34] [world] The Player <Tester> has picked 1 of COOKED_CHICKEN at X= -2819, Y= 67, Z= 782 that had [] enchantment(s) |  
[2024-03-20 12:09:35] [world] The Player <hexa> has picked 1 of WATER_LILY at X= -2523, Y= 62, Z= 573 that had [] enchantment(s) |  
[2024-03-20 12:09:38] [world] The Player <hexa> has picked 1 of WATER_LILY at X= -2517, Y= 62, Z= 571 that had [] enchantment(s) |  
[2024-03-20 12:09:39] [world] The Player <hexa> has picked 1 of WATER_LILY at X= -2516, Y= 62, Z= 566 that had [] enchantment(s) |  
[2024-03-20 12:10:10] [world] The Player <hexa> has picked 1 of WATER_LILY at X= -2533, Y= 61, Z= 559 that had [] enchantment(s) |  
[2024-03-20 12:10:20] [world] The Player <hexa> has picked 1 of BOAT at X= -2529, Y= 62, Z= 569 that had [] enchantment(s) |  
[2024-03-20 12:10:26] [world] The Player <Tester> has picked 4 of FEATHER at X= -2842, Y= 65, Z= 771 that had [] enchantment(s) |  
[2024-03-20 12:10:26] [world] The Player <Tester> has picked 1 of COOKED_CHICKEN at X= -2843, Y= 66, Z= 770 that had [] enchantment(s) |  
[2024-03-20 12:10:57] [world] The Player <Tester> has picked 2 of FEATHER at X= -2843, Y= 72, Z= 755 that had [] enchantment(s) |  
[2024-03-20 12:10:57] [world] The Player <Tester> has picked 1 of COOKED_CHICKEN at X= -2843, Y= 72, Z= 755 that had [] enchantment(s) |  
[2024-03-20 12:11:03] [world] The Player <hexa> has picked 1 of SAPLING at X= -2553, Y= 65, Z= 569 that had [] enchantment(s) |  
[2024-03-20 12:11:15] [world] The Player <hexa> has picked 1 of ARROW at X= -2568, Y= 62, Z= 554 that had [] enchantment(s) |  
[2024-03-20 12:11:15] [world] The Player <hexa> has picked 1 of BONE at X= -2568, Y= 61, Z= 555 that had [] enchantment(s) |  
[2024-03-20 12:11:18] [world] The Player <digbick> has picked 1 of DIRT at X= -684, Y= 71, Z= 314 that had [] enchantment(s) |  
[2024-03-20 12:11:19] [world] The Player <digbick> has picked 1 of DIRT at X= -685, Y= 71, Z= 313 that had [] enchantment(s) |  
[2024-03-20 12:11:41] [world] The Player <hexa> has picked 1 of SAPLING at X= -2573, Y= 64, Z= 551 that had [] enchantment(s) |  
[2024-03-20 12:11:56] [world] The Player <Tester> has picked 1 of COOKED_CHICKEN at X= -2869, Y= 71, Z= 743 that had [] enchantment(s) |  
[2024-03-20 12:11:57] [world] The Player <Tester> has picked 3 of FEATHER at X= -2868, Y= 71, Z= 744 that had [] enchantment(s) |  
[2024-03-20 12:11:57] [world] The Player <hexa> has picked 4 of SAPLING at X= -2549, Y= 64, Z= 559 that had [] enchantment(s) |  
[2024-03-20 12:11:58] [world] The Player <Tester> has picked 1 of ARROW at X= -2868, Y= 70, Z= 747 that had [] enchantment(s) |  
[2024-03-20 12:12:16] [world] The Player <Tester> has picked 3 of FEATHER at X= -2904, Y= 69, Z= 687 that had [] enchantment(s) |  
[2024-03-20 12:12:17] [world] The Player <Tester> has picked 2 of COOKED_CHICKEN at X= -2902, Y= 69, Z= 687 that had [] enchantment(s) |  
[2024-03-20 12:12:17] [world] The Player <Tester> has picked 2 of FEATHER at X= -2904, Y= 69, Z= 688 that had [] enchantment(s) |  
[2024-03-20 12:12:18] [world] The Player <Tester> has picked 1 of COOKED_CHICKEN at X= -2904, Y= 69, Z= 684 that had [] enchantment(s) |  
[2024-03-20 12:12:18] [world] The Player <Tester> has picked 1 of FEATHER at X= -2903, Y= 69, Z= 684 that had [] enchantment(s) |  
[2024-03-20 12:12:35] [world] The Player <hexa> has picked 1 of SAPLING at X= -2564, Y= 64, Z= 565 that had [] enchantment(s) |  
[2024-03-20 12:12:37] [world] The Player <Tester> has picked 1 of PUMPKIN at X= -2891, Y= 68, Z= 670 that had [] enchantment(s) |  
[2024-03-20 12:12:39] [world] The Player <hexa> has picked 2 of DIRT at X= -2568, Y= 62, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:12:41] [world] The Player <hexa> has picked 1 of DIRT at X= -2568, Y= 61, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:12:41] [world] The Player <Tester> has picked 1 of PUMPKIN at X= -2897, Y= 69, Z= 673 that had [] enchantment(s) |  
[2024-03-20 12:12:42] [world] The Player <hexa> has picked 1 of DIRT at X= -2568, Y= 60, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:12:43] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 59, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:12:44] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 58, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:12:44] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 57, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:12:45] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 56, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:12:51] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 55, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:12:52] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 54, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:12:52] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 53, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:12:53] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 52, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:12:54] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 51, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:12:54] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 50, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:12:55] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 49, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:12:56] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 48, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:12:57] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 47, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:12:57] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 46, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:12:58] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 45, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:12:59] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 44, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:12:59] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 43, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:00] [world] The Player <hexa> has picked 1 of STONE at X= -2568, Y= 42, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:01] [world] The Player <hexa> has picked 1 of STONE at X= -2568, Y= 41, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:01] [world] The Player <hexa> has picked 1 of STONE at X= -2568, Y= 40, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:04] [world] The Player <hexa> has picked 1 of STONE at X= -2568, Y= 39, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:06] [world] The Player <Tester> has picked 2 of SAND at X= -2918, Y= 65, Z= 628 that had [] enchantment(s) |  
[2024-03-20 12:13:14] [world] The Player <Tester> has picked 35 of SAND at X= -2922, Y= 64, Z= 627 that had [] enchantment(s) |  
[2024-03-20 12:13:16] [world] The Player <Tester> has picked 1 of GRAVEL at X= -2921, Y= 64, Z= 633 that had [] enchantment(s) |  
[2024-03-20 12:13:16] [world] The Player <hexa> has picked 1 of COAL at X= -2568, Y= 38, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:17] [world] The Player <hexa> has picked 1 of COAL at X= -2568, Y= 37, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:18] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 36, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:18] [world] The Player <Tester> has picked 26 of SAND at X= -2918, Y= 64, Z= 628 that had [] enchantment(s) |  
[2024-03-20 12:13:19] [world] The Player <hexa> has picked 1 of COAL at X= -2568, Y= 35, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:20] [world] The Player <Tester> has picked 17 of SAND at X= -2916, Y= 66, Z= 630 that had [] enchantment(s) |  
[2024-03-20 12:13:20] [world] The Player <hexa> has picked 1 of COAL at X= -2568, Y= 34, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:21] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 33, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:22] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 32, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:22] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 31, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:23] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 30, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:24] [world] The Player <Tester> has picked 21 of SAND at X= -2914, Y= 66, Z= 629 that had [] enchantment(s) |  
[2024-03-20 12:13:24] [world] The Player <hexa> has picked 1 of STONE at X= -2568, Y= 29, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:24] [world] The Player <hexa> has picked 1 of STONE at X= -2568, Y= 28, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:25] [world] The Player <Tester> has picked 11 of SAND at X= -2912, Y= 66, Z= 629 that had [] enchantment(s) |  
[2024-03-20 12:13:25] [world] The Player <hexa> has picked 1 of STONE at X= -2568, Y= 27, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:26] [world] The Player <hexa> has picked 1 of STONE at X= -2568, Y= 26, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:26] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 25, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:27] [world] The Player <Tester> has picked 14 of SAND at X= -2912, Y= 66, Z= 629 that had [] enchantment(s) |  
[2024-03-20 12:13:27] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 24, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:28] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 23, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:29] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 22, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:29] [world] The Player <Tester> has picked 11 of SAND at X= -2908, Y= 68, Z= 628 that had [] enchantment(s) |  
[2024-03-20 12:13:30] [world] The Player <Tester> has picked 1 of DIRT at X= -2907, Y= 68, Z= 629 that had [] enchantment(s) |  
[2024-03-20 12:13:30] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 21, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:30] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 20, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:30] [world] The Player <Tester> has picked 7 of SAND at X= -2906, Y= 68, Z= 627 that had [] enchantment(s) |  
[2024-03-20 12:13:31] [world] The Player <Tester> has picked 1 of SAND at X= -2905, Y= 68, Z= 627 that had [] enchantment(s) |  
[2024-03-20 12:13:31] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 19, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:32] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 18, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:33] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 17, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:33] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 16, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:38] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 15, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:38] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 14, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:39] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 13, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:40] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 12, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:41] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 11, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:41] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 10, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:42] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 9, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:45] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 8, Z= 567 that had [] enchantment(s) |  
[2024-03-20 12:13:46] [world] The Player <hexa> has picked 1 of COBBLESTONE at X= -2568, Y= 9, Z= 566 that had [] enchantment(s) |  
[2024-03-20 12:13:48] [world] The Player <hexa> has picked 1 of IRON_ORE at X= -2568, Y= 9, Z= 566 that had [] enchantment(s) |  
[2024-03-20 12:13:49] [world] The Player <hexa> has picked 1 of IRON_ORE at X= -2568, Y= 9, Z= 566 that had [] enchantment(s) |  
[2024-03-20 12:13:51] [world] The Player <hexa> has picked 1 of IRON_ORE at X= -2567, Y= 10, Z= 566 that had [] enchantment(s) |  
