[2024-03-24 21:45:28] [world] The Player <GolemDaWanderer> has picked 64 of BONE at X= -10300, Y= 35, Z= 4029 that had [] enchantment(s) |  
[2024-03-25 01:46:14] [world] The Player <Heinrich_Himmler> has picked 8 of COBBLESTONE at X= -564, Y= 26, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:46:16] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -565, Y= 25, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:46:16] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -565, Y= 25, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:46:16] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -564, Y= 25, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:46:17] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -564, Y= 25, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:46:17] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -565, Y= 24, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:46:18] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -564, Y= 24, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:46:18] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -564, Y= 24, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:46:19] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -565, Y= 23, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:46:19] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -565, Y= 23, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:46:19] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -564, Y= 23, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:46:26] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -564, Y= 20, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:46:52] [world] The Player <Heinrich_Himmler> has picked 1 of COAL at X= -565, Y= 6, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:46:54] [world] The Player <Heinrich_Himmler> has picked 3 of COAL at X= -564, Y= 5, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:46:55] [world] The Player <Heinrich_Himmler> has picked 2 of COAL at X= -565, Y= 4, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:46:55] [world] The Player <Heinrich_Himmler> has picked 1 of COAL at X= -565, Y= 4, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:46:59] [world] The Player <Heinrich_Himmler> has picked 1 of STONE at X= -565, Y= 3, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:47:04] [world] The Player <Heinrich_Himmler> has picked 64 of COBBLESTONE at X= -564, Y= 3, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:47:13] [world] The Player <Heinrich_Himmler> has picked 6 of COBBLESTONE at X= -564, Y= 3, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:47:21] [world] The Player <Heinrich_Himmler> has picked 6 of STONE at X= -564, Y= 5, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:47:26] [world] The Player <Heinrich_Himmler> has picked 6 of RAW_BEEF at X= -564, Y= 5, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:47:40] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -564, Y= 4, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:47:48] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -565, Y= 5, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:47:48] [world] The Player <Heinrich_Himmler> has picked 2 of COAL at X= -564, Y= 5, Z= 292 that had [] enchantment(s) |  
[2024-03-25 01:47:50] [world] The Player <Heinrich_Himmler> has picked 2 of COAL at X= -565, Y= 5, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:47:52] [world] The Player <Heinrich_Himmler> has picked 3 of COAL at X= -565, Y= 5, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:47:53] [world] The Player <Heinrich_Himmler> has picked 1 of COAL at X= -565, Y= 5, Z= 289 that had [] enchantment(s) |  
[2024-03-25 01:47:53] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -565, Y= 5, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:47:56] [world] The Player <Heinrich_Himmler> has picked 3 of COBBLESTONE at X= -563, Y= 5, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:47:57] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -564, Y= 5, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:50:52] [world_nether] The Player <Heinrich_Himmler> has picked 1 of ROTTEN_FLESH at X= -81, Y= 77, Z= 7 that had [] enchantment(s) |  
[2024-03-25 01:50:56] [world_nether] The Player <Heinrich_Himmler> has picked 1 of SOUL_SAND at X= -88, Y= 77, Z= 2 that had [] enchantment(s) |  
[2024-03-25 01:50:56] [world_nether] The Player <Heinrich_Himmler> has picked 1 of SOUL_SAND at X= -87, Y= 77, Z= 2 that had [] enchantment(s) |  
[2024-03-25 01:51:33] [world_nether] The Player <Heinrich_Himmler> has picked 1 of SOUL_SAND at X= -62, Y= 64, Z= 52 that had [] enchantment(s) |  
[2024-03-25 01:51:35] [world_nether] The Player <Heinrich_Himmler> has picked 1 of SOUL_SAND at X= -62, Y= 65, Z= 52 that had [] enchantment(s) |  
[2024-03-25 01:51:59] [world] The Player <Heinrich_Himmler> has picked 1 of WOOL at X= -564, Y= 66, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:52:01] [world] The Player <Heinrich_Himmler> has picked 1 of WOOL at X= -563, Y= 66, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:55:56] [world_the_end] The Player <Heinrich_Himmler> has picked 64 of OBSIDIAN at X= -15, Y= 51, Z= -54 that had [] enchantment(s) |  
[2024-03-25 01:55:57] [world_the_end] The Player <Heinrich_Himmler> has picked 64 of OBSIDIAN at X= -15, Y= 50, Z= -53 that had [] enchantment(s) |  
[2024-03-25 01:55:57] [world_the_end] The Player <Heinrich_Himmler> has picked 64 of OBSIDIAN at X= -15, Y= 49, Z= -52 that had [] enchantment(s) |  
[2024-03-25 01:55:57] [world_the_end] The Player <Heinrich_Himmler> has picked 64 of OBSIDIAN at X= -15, Y= 51, Z= -54 that had [] enchantment(s) |  
[2024-03-25 01:55:59] [world_the_end] The Player <Heinrich_Himmler> has picked 64 of OBSIDIAN at X= -15, Y= 50, Z= -53 that had [] enchantment(s) |  
[2024-03-25 01:56:48] [world_the_end] The Player <NezukoChan> has picked 1 of MONSTER_EGG at X= -14, Y= 57, Z= -56 that had [] enchantment(s) |  
[2024-03-25 01:56:49] [world_the_end] The Player <NezukoChan> has picked 1 of MONSTER_EGG at X= -13, Y= 57, Z= -56 that had [] enchantment(s) |  
[2024-03-25 01:56:50] [world_the_end] The Player <NezukoChan> has picked 1 of MONSTER_EGG at X= -14, Y= 57, Z= -57 that had [] enchantment(s) |  
[2024-03-25 01:56:51] [world_the_end] The Player <NezukoChan> has picked 1 of MONSTER_EGG at X= -14, Y= 57, Z= -56 that had [] enchantment(s) |  
[2024-03-25 01:56:53] [world_the_end] The Player <NezukoChan> has picked 1 of MONSTER_EGG at X= -14, Y= 57, Z= -56 that had [] enchantment(s) |  
[2024-03-25 01:56:54] [world_the_end] The Player <NezukoChan> has picked 1 of MONSTER_EGG at X= -14, Y= 57, Z= -56 that had [] enchantment(s) |  
[2024-03-25 01:57:00] [world_the_end] The Player <NezukoChan> has picked 1 of MONSTER_EGG at X= -14, Y= 57, Z= -56 that had [] enchantment(s) |  
[2024-03-25 01:57:12] [world_the_end] The Player <NezukoChan> has picked 1 of MONSTER_EGG at X= -14, Y= 57, Z= -56 that had [] enchantment(s) |  
[2024-03-25 01:57:27] [world_the_end] The Player <NezukoChan> has picked 1 of POTION at X= -14, Y= 57, Z= -57 that had [] enchantment(s) |  
[2024-03-25 01:57:53] [world_the_end] The Player <NezukoChan> has picked 8 of LEATHER at X= -14, Y= 57, Z= -57 that had [] enchantment(s) |  
[2024-03-25 01:57:55] [world_the_end] The Player <NezukoChan> has picked 1 of MINECART at X= -14, Y= 57, Z= -58 that had [] enchantment(s) |  
[2024-03-25 01:58:06] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -564, Y= 6, Z= 289 that had [] enchantment(s) |  
[2024-03-25 01:58:07] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -565, Y= 6, Z= 289 that had [] enchantment(s) |  
[2024-03-25 01:58:09] [world] The Player <Heinrich_Himmler> has picked 1 of IRON_ORE at X= -566, Y= 6, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:58:09] [world] The Player <Heinrich_Himmler> has picked 1 of IRON_ORE at X= -565, Y= 6, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:58:11] [world] The Player <Heinrich_Himmler> has picked 3 of COBBLESTONE at X= -563, Y= 6, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:58:12] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -563, Y= 6, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:58:16] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -565, Y= 6, Z= 292 that had [] enchantment(s) |  
[2024-03-25 01:58:19] [world] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= -564, Y= 5, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:58:22] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -565, Y= 4, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:58:24] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -565, Y= 4, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:58:25] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -564, Y= 4, Z= 291 that had [] enchantment(s) |  
[2024-03-25 01:58:25] [world] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= -564, Y= 4, Z= 290 that had [] enchantment(s) |  
[2024-03-25 01:58:36] [world] The Player <NezukoChan> has picked 1 of DIRT at X= -10190, Y= 65, Z= 4122 that had [] enchantment(s) |  
[2024-03-25 01:58:37] [world] The Player <NezukoChan> has picked 1 of DIRT at X= -10190, Y= 64, Z= 4121 that had [] enchantment(s) |  
[2024-03-25 01:58:40] [world] The Player <NezukoChan> has picked 1 of DIRT at X= -10190, Y= 65, Z= 4124 that had [] enchantment(s) |  
[2024-03-25 01:58:42] [world] The Player <NezukoChan> has picked 1 of DIRT at X= -10190, Y= 64, Z= 4124 that had [] enchantment(s) |  
[2024-03-25 01:58:43] [world] The Player <NezukoChan> has picked 1 of DIRT at X= -10191, Y= 64, Z= 4124 that had [] enchantment(s) |  
[2024-03-25 01:58:45] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10190, Y= 64, Z= 4123 that had [] enchantment(s) |  
[2024-03-25 01:58:53] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10190, Y= 62, Z= 4120 that had [] enchantment(s) |  
[2024-03-25 01:59:02] [world] The Player <NezukoChan> has picked 1 of DIRT at X= -10191, Y= 63, Z= 4120 that had [] enchantment(s) |  
[2024-03-25 01:59:28] [world_the_end] The Player <Heinrich_Himmler> has picked 8 of LEATHER at X= -15, Y= 57, Z= -57 that had [] enchantment(s) |  
[2024-03-25 02:01:06] [world] The Player <Heinrich_Himmler> has picked 1 of SOUL_SAND at X= -565, Y= 5, Z= 291 that had [] enchantment(s) |  
[2024-03-25 02:03:34] [world] The Player <Heinrich_Himmler> has picked 1 of STEP at X= -564, Y= 10, Z= 291 that had [] enchantment(s) |  
[2024-03-25 02:03:37] [world] The Player <Heinrich_Himmler> has picked 1 of SANDSTONE at X= -564, Y= 8, Z= 291 that had [] enchantment(s) |  
[2024-03-25 02:03:37] [world] The Player <Heinrich_Himmler> has picked 1 of SANDSTONE at X= -563, Y= 6, Z= 290 that had [] enchantment(s) |  
[2024-03-25 02:03:37] [world] The Player <Heinrich_Himmler> has picked 1 of STEP at X= -563, Y= 6, Z= 290 that had [] enchantment(s) |  
[2024-03-25 02:04:46] [world] The Player <Heinrich_Himmler> has picked 1 of SANDSTONE at X= -565, Y= 5, Z= 290 that had [] enchantment(s) |  
[2024-03-25 02:04:48] [world] The Player <Heinrich_Himmler> has picked 2 of SANDSTONE at X= -564, Y= 5, Z= 291 that had [] enchantment(s) |  
[2024-03-25 02:04:49] [world] The Player <Heinrich_Himmler> has picked 1 of SANDSTONE at X= -565, Y= 7, Z= 291 that had [] enchantment(s) |  
[2024-03-25 02:04:51] [world] The Player <Heinrich_Himmler> has picked 1 of STEP at X= -566, Y= 6, Z= 291 that had [] enchantment(s) |  
[2024-03-25 02:04:53] [world] The Player <Heinrich_Himmler> has picked 1 of STEP at X= -565, Y= 6, Z= 291 that had [] enchantment(s) |  
[2024-03-25 02:04:54] [world] The Player <Heinrich_Himmler> has picked 1 of STEP at X= -566, Y= 6, Z= 290 that had [] enchantment(s) |  
[2024-03-25 02:04:59] [world] The Player <Heinrich_Himmler> has picked 4 of STEP at X= -563, Y= 6, Z= 290 that had [] enchantment(s) |  
[2024-03-25 02:05:00] [world] The Player <Heinrich_Himmler> has picked 2 of STEP at X= -564, Y= 6, Z= 289 that had [] enchantment(s) |  
[2024-03-25 02:05:01] [world] The Player <Heinrich_Himmler> has picked 1 of STEP at X= -565, Y= 6, Z= 291 that had [] enchantment(s) |  
[2024-03-25 02:06:39] [world_nether] The Player <Heinrich_Himmler> has picked 1 of RAW_CHICKEN at X= -85, Y= 77, Z= 10 that had [] enchantment(s) |  
[2024-03-25 02:06:40] [world_nether] The Player <Heinrich_Himmler> has picked 1 of ROTTEN_FLESH at X= -84, Y= 77, Z= 11 that had [] enchantment(s) |  
[2024-03-25 02:07:30] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= -57, Y= 78, Z= -6 that had [] enchantment(s) |  
[2024-03-25 02:07:32] [world_nether] The Player <Heinrich_Himmler> has picked 30 of NETHERRACK at X= -56, Y= 78, Z= -9 that had [] enchantment(s) |  
[2024-03-25 02:07:40] [world_nether] The Player <Heinrich_Himmler> has picked 64 of NETHERRACK at X= -63, Y= 77, Z= -10 that had [] enchantment(s) |  
[2024-03-25 02:07:40] [world_nether] The Player <Heinrich_Himmler> has picked 19 of NETHERRACK at X= -63, Y= 77, Z= -9 that had [] enchantment(s) |  
[2024-03-25 02:08:15] [world_nether] The Player <Heinrich_Himmler> has picked 5 of NETHERRACK at X= -41, Y= 76, Z= 0 that had [] enchantment(s) |  
[2024-03-25 02:08:16] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= -40, Y= 76, Z= 0 that had [] enchantment(s) |  
[2024-03-25 02:09:49] [world_nether] The Player <Heinrich_Himmler> has picked 5 of NETHERRACK at X= 0, Y= 78, Z= -10 that had [] enchantment(s) |  
[2024-03-25 02:09:50] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 0, Y= 76, Z= -10 that had [] enchantment(s) |  
[2024-03-25 02:10:08] [world_nether] The Player <Heinrich_Himmler> has picked 2 of NETHERRACK at X= 0, Y= 81, Z= -10 that had [] enchantment(s) |  
[2024-03-25 02:10:09] [world_nether] The Player <Heinrich_Himmler> has picked 3 of NETHERRACK at X= 0, Y= 83, Z= -10 that had [] enchantment(s) |  
[2024-03-25 02:10:10] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 0, Y= 83, Z= -10 that had [] enchantment(s) |  
[2024-03-25 02:10:15] [world_nether] The Player <Heinrich_Himmler> has picked 2 of NETHERRACK at X= 0, Y= 87, Z= -10 that had [] enchantment(s) |  
[2024-03-25 02:10:16] [world_nether] The Player <Heinrich_Himmler> has picked 3 of NETHERRACK at X= 0, Y= 88, Z= -10 that had [] enchantment(s) |  
[2024-03-25 02:10:21] [world_nether] The Player <Heinrich_Himmler> has picked 2 of NETHERRACK at X= 0, Y= 93, Z= -10 that had [] enchantment(s) |  
[2024-03-25 02:10:23] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 0, Y= 93, Z= -10 that had [] enchantment(s) |  
[2024-03-25 02:10:27] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 0, Y= 95, Z= -10 that had [] enchantment(s) |  
[2024-03-25 02:10:33] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 0, Y= 97, Z= -9 that had [] enchantment(s) |  
[2024-03-25 02:10:34] [world_nether] The Player <Heinrich_Himmler> has picked 2 of NETHERRACK at X= 0, Y= 96, Z= -10 that had [] enchantment(s) |  
[2024-03-25 02:10:39] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 0, Y= 96, Z= -5 that had [] enchantment(s) |  
[2024-03-25 02:10:39] [world_nether] The Player <Heinrich_Himmler> has picked 11 of NETHERRACK at X= 0, Y= 97, Z= -4 that had [] enchantment(s) |  
[2024-03-25 02:10:49] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 0, Y= 95, Z= -5 that had [] enchantment(s) |  
[2024-03-25 02:10:50] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 0, Y= 95, Z= -4 that had [] enchantment(s) |  
[2024-03-25 02:10:50] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 0, Y= 95, Z= -3 that had [] enchantment(s) |  
[2024-03-25 02:11:03] [world_nether] The Player <Heinrich_Himmler> has picked 15 of NETHERRACK at X= 0, Y= 96, Z= 2 that had [] enchantment(s) |  
[2024-03-25 02:11:09] [world_nether] The Player <Heinrich_Himmler> has picked 1 of OBSIDIAN at X= 0, Y= 96, Z= -1 that had [] enchantment(s) |  
[2024-03-25 02:11:23] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 0, Y= 95, Z= 1 that had [] enchantment(s) |  
[2024-03-25 02:11:25] [world_nether] The Player <Heinrich_Himmler> has picked 2 of NETHERRACK at X= 0, Y= 95, Z= 1 that had [] enchantment(s) |  
[2024-03-25 02:11:25] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 0, Y= 95, Z= 3 that had [] enchantment(s) |  
[2024-03-25 02:11:26] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 0, Y= 95, Z= 5 that had [] enchantment(s) |  
[2024-03-25 02:11:42] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 0, Y= 96, Z= 5 that had [] enchantment(s) |  
[2024-03-25 02:11:43] [world_nether] The Player <Heinrich_Himmler> has picked 2 of NETHERRACK at X= 0, Y= 95, Z= 5 that had [] enchantment(s) |  
[2024-03-25 02:11:53] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 0, Y= 96, Z= 10 that had [] enchantment(s) |  
[2024-03-25 02:12:03] [world_nether] The Player <Heinrich_Himmler> has picked 3 of NETHERRACK at X= 0, Y= 96, Z= 2 that had [] enchantment(s) |  
[2024-03-25 02:12:22] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 0, Y= 96, Z= 11 that had [] enchantment(s) |  
[2024-03-25 02:12:27] [world_nether] The Player <Heinrich_Himmler> has picked 2 of NETHERRACK at X= 0, Y= 95, Z= 11 that had [] enchantment(s) |  
[2024-03-25 02:12:39] [world_nether] The Player <Heinrich_Himmler> has picked 1 of OBSIDIAN at X= 0, Y= 96, Z= -10 that had [] enchantment(s) |  
[2024-03-25 02:12:40] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 0, Y= 94, Z= -9 that had [] enchantment(s) |  
[2024-03-25 02:12:42] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 0, Y= 93, Z= -9 that had [] enchantment(s) |  
[2024-03-25 02:12:51] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 0, Y= 91, Z= -6 that had [] enchantment(s) |  
[2024-03-25 02:12:53] [world_nether] The Player <Heinrich_Himmler> has picked 11 of NETHERRACK at X= 0, Y= 89, Z= -6 that had [] enchantment(s) |  
[2024-03-25 02:12:55] [world_nether] The Player <Heinrich_Himmler> has picked 3 of NETHERRACK at X= 0, Y= 90, Z= -7 that had [] enchantment(s) |  
[2024-03-25 02:12:55] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 0, Y= 91, Z= -8 that had [] enchantment(s) |  
[2024-03-25 02:12:56] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 0, Y= 91, Z= -8 that had [] enchantment(s) |  
[2024-03-25 02:12:57] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 0, Y= 91, Z= -9 that had [] enchantment(s) |  
[2024-03-25 02:12:58] [world_nether] The Player <Heinrich_Himmler> has picked 3 of NETHERRACK at X= 0, Y= 90, Z= -7 that had [] enchantment(s) |  
[2024-03-25 02:12:59] [world_nether] The Player <Heinrich_Himmler> has picked 4 of NETHERRACK at X= 0, Y= 88, Z= -9 that had [] enchantment(s) |  
